Symbol,Name,Country,IPO Year,Sector,Industry
BTI,British American Tobacco  Industries p.l.c. Common Stock ADR,United Kingdom,,Consumer Non-Durables,Farming/Seeds/Milling
BTO,John Hancock Financial Opportunities Fund Common Stock,United States,1994,,
BTT,BlackRock Municipal 2030 Target Term Trust,United States,2012,Finance,Investment Managers
BTU,Peabody Energy Corporation Common Stock ,United States,2017,Energy,Coal Mining
BTZ,BlackRock Credit Allocation Income Trust,United States,2006,,
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),Belgium,,Consumer Non-Durables,Beverages (Production/Distribution)
BUI,BlackRock Utility Infrastructure & Power Opportunities Trust,United States,2011,,
BUR,Burford Capital Limited Ordinary Shares,,2020,Consumer Non-Durables,Farming/Seeds/Milling
BURL,Burlington Stores Inc. Common Stock,,2013,Consumer Non-Durables,Apparel
BV,BrightView Holdings Inc. Common Stock,United States,2018,Miscellaneous,Business Services
BVH,Bluegreen Vacations Holding Corporation Class A Common Stock,United States,2017,Consumer Services,Hotels/Resorts
BVN,Buenaventura Mining Company Inc.,Peru,1996,Basic Industries,Precious Metals
BW,Babcock & Wilcox Enterprises Inc. Common Stock,United States,2015,Capital Goods,Industrial Machinery/Components
BW^A,Babcock & Wilcox Enterprises Inc. 7.75% Series A Cumulative Perpetual Preferred Stock,United States,,,
BWA,BorgWarner Inc. Common Stock,United States,,Capital Goods,Auto Parts:O.E.M.
BWG,BrandywineGLOBAL Global Income Opportunities Fund Inc.,United States,2012,,
BWSN,Babcock & Wilcox Enterprises Inc. 8.125% Senior Notes due 2026,United States,2021,Capital Goods,Building Products
BWXT,BWX Technologies Inc. Common Stock,United States,,,
BX,The Blackstone Group Inc. Common Stock,United States,2007,Finance,Investment Managers
BXC,Bluelinx Holdings Inc. Common Stock,United States,2004,Capital Goods,Wholesale Distributors
BXMT,Blackstone Mortgage Trust Inc. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
BXMX,Nuveen S&P 500 Buy-Write Income Fund Common Shares of Beneficial Interest,United States,,,
BXP,Boston Properties Inc. Common Stock,United States,1997,Consumer Services,Real Estate Investment Trusts
BXS,BancorpSouth Bank Common Stock,United States,,Finance,Major Banks
BXS^A,BancorpSouth Bank 5.50% Series A Non-Cumulative Perpetual Preferred Stock,United States,,,
BY,Byline Bancorp Inc. Common Stock,United States,2017,Finance,Major Banks
BYD,Boyd Gaming Corporation Common Stock,United States,1993,Consumer Services,Movies/Entertainment
BYM,Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest,United States,2002,,
BZH,Beazer Homes USA Inc. Common Stock,United States,1994,Capital Goods,Homebuilding
C,Citigroup Inc. Common Stock,United States,,Finance,Major Banks
C^J,Citigroup Inc. Dep Shs Repstg 1/1000 Pfd Ser J Fixed/Fltg,United States,,,
C^K,Citigroup Inc. Dep Shs Repstg 1/1000th Pfd Ser K,United States,,,
C^N,Citigroup Capital XIII 7.875% Fixed rate Floating Rate trust Preferred Securities (TruPS),United States,,,
CAAP,Corporacion America Airports SA Common Shares,,2018,Transportation,Aerospace
CABO,Cable One Inc. Common Stock,United States,2015,Consumer Services,Telecommunications Equipment
CACI,CACI International Inc. Class A Common Stock,United States,,Technology,EDP Services
CADE,Cadence Bancorporation Class A Common Stock,United States,2017,Finance,Commercial Banks
CAE,CAE Inc. Ordinary Shares,Canada,,,
CAF,Morgan Stanley China A Share Fund Inc. Common Stock,United States,2006,,
CAG,ConAgra Brands Inc. Common Stock,United States,,Consumer Non-Durables,Packaged Foods
CAH,Cardinal Health Inc. Common Stock,United States,,Health Care,Other Pharmaceuticals
CAI,CAI International Inc. Common Stock,United States,,Technology,Diversified Commercial Services
CAI^A,CAI International Inc. 8.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock,United States,,,
CAI^B,CAI International Inc. 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock,United States,,,
CAJ,Canon Inc. American Depositary Shares,Japan,,Miscellaneous,Industrial Machinery/Components
CAL,Caleres Inc. Common Stock,United States,,Consumer Non-Durables,Shoe Manufacturing
CALX,Calix Inc Common Stock,United States,2010,Technology,Computer Software: Prepackaged Software
CANG,Cango Inc. American Depositary Shares  each representing two (2) Class A Ordinary Shares,,2018,Technology,Computer Software: Prepackaged Software
CAP,Capitol Investment Corp. V Class A Common Stock,,2021,,
CAPL,CrossAmerica Partners LP Common Units representing limited partner interests,United States,2012,,
CARR,Carrier Global Corporation Common Stock ,,2020,Capital Goods,Wholesale Distributors
CARS,Cars.com Inc. Common Stock ,,2017,,
CAS,Cascade Acquisition Corp. Class A Common Stock,,2021,,
CAT,Caterpillar Inc. Common Stock,United States,,Capital Goods,Construction/Ag Equipment/Trucks
CATO,Cato Corporation (The) Class A Common Stock,United States,,,
CB,Chubb Limited  Common Stock,Switzerland,,Finance,Property-Casualty Insurers
CBAH,CBRE Acquisition Holdings Inc. Class A Common Stock,,2021,,
CBB,Cincinnati Bell Inc. Common Stock,United States,,Public Utilities,Telecommunications Equipment
CBB^B,Cincinnati Bell Inc. Preferred Stock,United States,,,
CBD,Companhia Brasileira de Distribuicao American Depsitary Shares; each representing one Common Share,Brazil,2020,Consumer Services,Food Chains
CBH,Virtus AllianzGI Convertible & Income 2024 Target Term Fund Common Shares of Beneficial Interest,United States,2017,,
CBRE,CBRE Group Inc Common Stock Class A,United States,,Finance,Real Estate
CBT,Cabot Corporation Common Stock,United States,,Basic Industries,Specialty Chemicals
CBU,Community Bank System Inc. Common Stock,United States,,Finance,Major Banks
CBZ,CBIZ Inc. Common Stock,United States,,Miscellaneous,Business Services
CC,Chemours Company (The) Common Stock,United States,2015,Basic Industries,Industrial Specialties
CCAC,CITIC Capital Acquisition Corp. Class A Ordinary Shares,,2020,Finance,Business Services
CCEP,Coca-Cola Europacific Partners plc Ordinary Shares,,2016,Consumer Non-Durables,Beverages (Production/Distribution)
CCI,Crown Castle International Corp. (REIT) Common Stock,United States,,,
CCIV,Churchill Capital Corp IV Class A Common Stock,United States,2020,,
CCJ,Cameco Corporation Common Stock,Canada,1996,,
CCK,Crown Holdings Inc.,United States,,Consumer Durables,Containers/Packaging
CCL,Carnival Corporation Common Stock,United States,1987,,
CCM,Concord Medical Services Holdings Limited ADS (Each represents three ordinary shares),China,2009,Health Care,Medical/Nursing Services
CCO,Clear Channel Outdoor Holdings Inc. Common Stock,United States,2005,Technology,Advertising
CCS,Century Communities Inc. Common Stock,United States,2014,Capital Goods,Homebuilding
CCU,Compania Cervecerias Unidas S.A. Common Stock,Chile,,Consumer Non-Durables,Beverages (Production/Distribution)
CCV,Churchill Capital Corp V Class A Common Stock,,2021,Consumer Services,Television Services
CCVI,Churchill Capital Corp VI Class A Common Stock,,2021,,
CCX,Churchill Capital Corp II Class A Common Stock,,2019,,
CCZ,Comcast Holdings ZONES,United States,,Consumer Services,Television Services
CDAY,Ceridian HCM Holding Inc. Common Stock,United States,2018,Technology,EDP Services
CDE,Coeur Mining Inc. Common Stock,United States,,Basic Industries,Precious Metals
CDR,Cedar Realty Trust Inc. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
CDR^B,Cedar Realty Trust Inc. 7.25% Series B Cumulative Redeemable Preferred Stock,United States,,,
CDR^C,Cedar Realty Trust Inc. 6.50% Series C Cumulative Redeemable Preferred Stock,United States,,,
CE,Celanese Corporation Celanese Corporation Common Stock,United States,2005,Basic Industries,Major Chemicals
CEA,China Eastern Airlines Corporation Ltd. Common Stock,China,1997,Transportation,Air Freight/Delivery Services
CEE,The Central and Eastern Europe Fund Inc. (The) Common Stock,United States,,,
CEIX,CONSOL Energy Inc. Common Stock ,,2017,,
CELP,Cypress Environmental Partners L.P. Common Units representing limited partner interests,,2014,Energy,Oilfield Services/Equipment
CEM,ClearBridge MLP and Midstream Fund Inc. Common Stock,United States,2010,,
CEN,Center Coast Brookfield MLP & Energy Infrastructure Fund,United States,2013,Consumer Services,Diversified Commercial Services
CEPU,Central Puerto S.A. American Depositary Shares (each represents ten Common Shares),,2018,Public Utilities,Electric Utilities: Central
CEQP,Crestwood Equity Partners LP,United States,,Energy,Oilfield Services/Equipment
CEQP^,Crestwood Equity Partners LP Preferred Units representing limited partner interests,United States,,,
CF,CF Industries Holdings Inc. Common Stock,United States,2005,Basic Industries,Agricultural Chemicals
CFG,Citizens Financial Group Inc. Common Stock,United States,2014,Finance,Major Banks
CFG^D,Citizens Financial Group Inc. Depositary Shares each representing a 1/40th Interest in a Share of 6.350% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D,United States,,,
CFG^E,Citizens Financial Group Inc. Depositary Shares Each Representing 1/40th Interest in a Share of 5.000% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series E,United States,,,
CFR,Cullen/Frost Bankers Inc. Common Stock,United States,,Finance,Major Banks
CFR^B,Cullen/Frost Bankers Inc. Depositary Shares each representing a 1/40th ownership interest in a share of 4.450% non-cumulative perpetual preferred stock Series B,United States,,,
CFX,Colfax Corporation Common Stock,United States,2008,Capital Goods,Fluid Controls
CFXA,Colfax Corporation 5.75% Tangible Equity Units,United States,2019,Capital Goods,Fluid Controls
CGA,China Green Agriculture Inc. Common Stock,China,,Basic Industries,Agricultural Chemicals
CGAU,Centerra Gold Inc. Common Shares,,2021,,
CHAA,Catcha Investment Corp. Class A Ordinary Shares,,2021,Finance,Business Services
CHCT,Community Healthcare Trust Incorporated Common Stock,United States,2015,Consumer Services,Real Estate Investment Trusts
CHD,Church & Dwight Company Inc. Common Stock,United States,,Consumer Non-Durables,Package Goods/Cosmetics
CHE,Chemed Corp,United States,,Health Care,Medical/Nursing Services
CHGG,Chegg Inc. Common Stock,,2013,Miscellaneous,Service to the Health Industry
CHH,Choice Hotels International Inc. Common Stock,United States,,Consumer Services,Hotels/Resorts
CHMI,Cherry Hill Mortgage Investment Corporation Common Stock,,2013,Consumer Services,Real Estate Investment Trusts
CHMI^A,Cherry Hill Mortgage Investment Corporation 8.20% Series A Cumulative Redeemable Preferred Stock,,,,
CHMI^B,Cherry Hill Mortgage Investment Corporation 8.250% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,,,
CHN,China Fund Inc. (The) Common Stock,United States,,,
CHPT,ChargePoint Holdings Inc. Common Stock,,2019,Consumer Services,Food Chains
CHRA,Charah Solutions Inc. Common Stock,United States,2018,Public Utilities,Medical Specialities
CHS,Chico's FAS Inc. Common Stock,United States,,Consumer Services,Clothing/Shoe/Accessory Stores
CHT,Chunghwa Telecom Co. Ltd.,Taiwan,,Public Utilities,Telecommunications Equipment
CHWY,Chewy Inc. Class A Common Stock,,2019,Consumer Services,Catalog/Specialty Distribution
CI,Cigna Corporation Common Stock,United States,,Health Care,Medical Specialities
CIA,Citizens Inc. Class A Common Stock ($1.00 Par),United States,,Finance,Life Insurance
CIB,BanColombia S.A. Common Stock,Colombia,,Finance,Commercial Banks
CIEN,Ciena Corporation Common Stock,United States,1997,Public Utilities,Telecommunications Equipment
CIF,MFS Intermediate High Income Fund Common Stock,United States,,,
CIG,Comp En De Mn Cemig ADS American Depositary Shares,Brazil,,Public Utilities,Electric Utilities: Central
CII,Blackrock Capital and Income Fund Inc.,United States,2004,,
CIM,Chimera Investment Corporation Common Stock,United States,2007,Consumer Services,Real Estate Investment Trusts
CIM^A,Chimera Investment Corporation 8.00% Series A Cumulative Redeemable Preferred Stock,United States,,,
CIM^B,Chimera Investment Corporation 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,,
CIM^C,Chimera Investment Corporation 7.75% Series C Fixed-to-Floating Rate  Cumulative Redeemable  Preferred Stock,United States,,,
CIM^D,Chimera Investment Corporation 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,,
CINR,Ciner Resources LP Common Units representing Limited Partner Interests,,2013,Basic Industries,Specialty Chemicals
CIO,City Office REIT Inc. Common Stock,,2014,Consumer Services,Real Estate Investment Trusts
CIO^A,City Office REIT Inc. 6.625% Series A Cumulative Redeemable Preferred Stock,,,,
CIR,CIRCOR International Inc. Common Stock,United States,,Capital Goods,Fluid Controls
CIT,CIT Group Inc (DEL) Common Stock,United States,,Finance,Major Banks
CIT^B,CIT Group Inc (DEL) 5.625 % Non-Cumulative Perpetual Preferred Stock Series B,United States,,,
CIXX,CI Financial Corp. Common Shares,,,,
CL,Colgate-Palmolive Company Common Stock,United States,,Consumer Non-Durables,Package Goods/Cosmetics
CLAA,Colonnade Acquisition Corp. II Class A Ordinary Shares,,2021,,
CLAS,Class Acceleration Corp. Class A Common Stock,,2021,,
CLB,Core Laboratories N.V. Common Stock,Netherlands,1995,Energy,Oilfield Services/Equipment
CLDR,Cloudera Inc. Common Stock,Canada,2017,Technology,Computer Software: Prepackaged Software
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,United States,2010,Consumer Services,Real Estate Investment Trusts
CLF,Cleveland-Cliffs Inc. Common Stock,United States,,,
CLGX,CoreLogic Inc. Common Stock,United States,,Technology,EDP Services
CLH,Clean Harbors Inc. Common Stock,United States,,,
CLI,Mack-Cali Realty Corporation Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
CLII,Climate Change Crisis Real Impact I Acquisition Corporation Class A Common Stock,United States,2020,,
CLIM,Climate Real Impact Solutions II Acquisition Corporation Class A Common Stock,,2021,,
CLNC,Colony Credit Real Estate Inc. Class A Common Stock,,2018,Consumer Services,Real Estate Investment Trusts
CLNY,Colony Capital Inc.,United States,2014,Consumer Services,Real Estate Investment Trusts
CLNY^G,Colony Capital Inc. 7.50% Series G cumulative redeemable perpetual preferred stock,United States,,,
CLNY^H,Colony Capital Inc. 7.125% Series H cumulative redeemable perpetual preferred stock,United States,,,
CLNY^I,Colony Capital Inc. 7.15% Series I Cumulative Redeemable Perpetual Preferred Stock,United States,,,
CLNY^J,Colony Capital Inc. 7.125% Series J Cumulative Redeemable Perpetual Preferred Stock,United States,,,
CLPR,Clipper Realty Inc. Common Stock,United States,2017,Consumer Services,Real Estate Investment Trusts
CLR,Continental Resources Inc. Common Stock,United States,2007,Energy,Oil & Gas Production
CLS,Celestica Inc. Common Stock,Canada,1998,,
CLVT,Clarivate Plc Ordinary Shares,,2019,Consumer Services,Movies/Entertainment
CLW,Clearwater Paper Corporation Common Stock,United States,,Basic Industries,Paper
CLX,Clorox Company (The) Common Stock,United States,,Consumer Durables,Specialty Chemicals
CM,Canadian Imperial Bank of Commerce Common Stock,Canada,,,
CMA,Comerica Incorporated Common Stock,United States,,Finance,Major Banks
CMC,Commercial Metals Company Common Stock,United States,,Basic Industries,Steel/Iron Ore
CMCM,Cheetah Mobile Inc. American Depositary Shares each representing 10 Class Ordinary Shares,,2014,Technology,Computer Software: Prepackaged Software
CMD,Cantel Medical Corp. Common Stock,United States,,Health Care,Medical/Dental Instruments
CMG,Chipotle Mexican Grill Inc. Common Stock,United States,2006,Consumer Services,Restaurants
CMI,Cummins Inc. Common Stock,United States,,Capital Goods,Construction/Ag Equipment/Trucks
CMO,Capstead Mortgage Corporation Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
CMO^E,Capstead Mortgage Corporation Pfd Ser E,United States,,,
CMP,Compass Minerals Intl Inc Common Stock,United States,2003,Basic Industries,Precious Metals
CMRE,Costamare Inc. Common Stock $0.0001 par value,Greece,2010,Transportation,Marine Transportation
CMRE^B,Costamare Inc. Perpetual Preferred Stock Series B (Marshall Islands),Greece,,,
CMRE^C,Costamare Inc. Perpetual Preferred Series C (Marshall Islands),Greece,,,
CMRE^D,Costamare Inc. 8.75% Series D Cumulative Redeemable Perpetual Preferred Stock,Greece,,,
CMRE^E,Costamare Inc. 8.875% Series E Cumulative Redeemable Perpetual Preferred Stock par value $0.0001,Greece,,,
CMS,CMS Energy Corporation Common Stock,United States,,Public Utilities,Power Generation
CMS^B,CMS Energy Corporation Preferred Stock,United States,,,
CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,United States,2018,,
CMSC,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,United States,2018,,
CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,United States,2019,,
CMU,MFS Municipal Income Trust Common Stock,United States,1987,,
CNA,CNA Financial Corporation Common Stock,United States,,Finance,Property-Casualty Insurers
CNC,Centene Corporation Common Stock,United States,,Health Care,Medical Specialities
CND,Concord Acquisition Corp. Class A Common Stock,,2021,,
CNF,CNFinance Holdings Limited American Depositary Shares each representing  twenty (20) Ordinary Shares,,2018,Finance,Finance: Consumer Services
CNHI,CNH Industrial N.V. Common Shares,,2013,Capital Goods,Construction/Ag Equipment/Trucks
CNI,Canadian National Railway Company Common Stock,Canada,,,
CNK,Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock,United States,2007,Consumer Services,Movies/Entertainment
CNMD,CONMED Corporation Common Stock,United States,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CNNE,Cannae Holdings Inc. Common Stock,,2017,Consumer Services,Catalog/Specialty Distribution
CNO,CNO Financial Group Inc. Common Stock,United States,,Finance,Life Insurance
CNO^A,CNO Financial Group Inc. 5.125% Subordinated Debentures due 2060,United States,,,
CNP,CenterPoint Energy Inc (Holding Co) Common Stock,United States,,Public Utilities,Power Generation
CNP^B,CenterPoint Energy Inc. Depositary Shares Each Representing a 1/20th Interest in a Share of 7.00% Series B Mandatory Convertible Preferred Stock,United States,,,
CNQ,Canadian Natural Resources Limited Common Stock,Canada,,,
CNR,Cornerstone Building Brands Inc. Common Stock,United States,,Capital Goods,Metal Fabrications
CNS,Cohen & Steers Inc Common Stock,United States,2004,Finance,Investment Managers
CNX,CNX Resources Corporation Common Stock,United States,1999,Energy,Oil & Gas Production
CO,Global Cord Blood Corporation Common Stock,Hong Kong,,Health Care,Managed Health Care
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,United States,2006,,
CODI^A,Compass Diversified Holdings 7.250% Series A Preferred Shares representing beneficial interest in Compass Diversified Holdings,United States,,,
CODI^B,Compass Diversified Holdings 7.875% Series B Fixed-to-Floating Rate Cumulative Preferred Shares representing beneficial interests in Compass Diversified Holdings,United States,,,
CODI^C,Compass Diversified Holdings 7.875% Series C Cumulative Preferred Shares,United States,,,
COE,China Online Education Group American depositary shares each representing 15 Class A ordinary shares,China,2016,Miscellaneous,Service to the Health Industry
COF,Capital One Financial Corporation Common Stock,United States,1994,Finance,Finance Companies
COF^G,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series G,United States,,,
COF^H,Capital One Financial Corporation Depositary Shares Each Representing 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series H,United States,,,
COF^I,Capital One Financial Corporation Depositary shares each representing a 1/40th interest in a share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series I of the Issuer,United States,,,
COF^J,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non- Cumulative Perpetual Preferred Stock Series J,United States,,,
COF^K,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series K,United States,,,
COF^L,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series L,United States,,,
COG,Cabot Oil & Gas Corporation Common Stock,United States,1990,Energy,Oil & Gas Production
COLD,Americold Realty Trust Common Shares,United States,2018,Finance,Real Estate
COMP,Compass Inc. Class A Common Stock,,2021,Technology,EDP Services
COO,The Cooper Companies Inc. Common Stock,United States,,Health Care,Ophthalmic Goods
COP,ConocoPhillips Common Stock,United States,,Energy,Integrated oil Companies
COR,CoreSite Realty Corporation Common Stock,United States,2010,Consumer Services,Real Estate Investment Trusts
CORR,CorEnergy Infrastructure Trust Inc. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
CORR^A,CorEnergy Infrastructure Trust Inc. Depositary Shares each representing a 1/100th fractional interest of a share of 7.375% Series A Cumulative Redeemable Preferred Stock,United States,,,
COTY,Coty Inc. Class A Common Stock,United States,2013,Consumer Non-Durables,Package Goods/Cosmetics
COUR,Coursera Inc. Common Stock,,2021,Miscellaneous,Other Consumer Services
CP,Canadian Pacific Railway Limited Common Stock,Canada,,,
CPA,Copa Holdings S.A. Copa Holdings S.A. Class A Common Stock,Panama,2005,Transportation,Air Freight/Delivery Services
CPAC,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares),Peru,,Capital Goods,Building Materials
CPB,Campbell Soup Company Common Stock,United States,,Consumer Non-Durables,Packaged Foods
CPE,Callon Petroleum Company Common Stock,United States,,Energy,Oil & Gas Production
CPF,Central Pacific Financial Corp New,United States,,Finance,Major Banks
CPG,Crescent Point Energy Corporation Ordinary Shares (Canada),Canada,,,
CPK,Chesapeake Utilities Corporation Common Stock,United States,,Public Utilities,Oil & Gas Production
CPLG,CorePoint Lodging Inc. Common Stock ,,2018,Consumer Services,Real Estate Investment Trusts
CPNG,Coupang Inc. Class A Common Stock,,2021,Capital Goods,Recreational Products/Toys
CPRI,Capri Holdings Limited Ordinary Shares,Hong Kong,2011,,
CPS,Cooper-Standard Holdings Inc. Common Stock,United States,,Capital Goods,Auto Parts:O.E.M.
CPSR,Capstar Special Purpose Acquisition Corp. Class A Common Stock,,2020,,
CPT,Camden Property Trust Common Stock,United States,1993,Consumer Services,Real Estate Investment Trusts
CPUH,Compute Health Acquisition Corp. Class A Common Stock,,2021,,
CR,Crane Co. Common Stock,United States,,Capital Goods,Office Equipment/Supplies/Services
CRC,California Resources Corporation Common Stock,,2020,Energy,Oil & Gas Production
CRD/A,Crawford & Company,United States,,,
CRD/B,Crawford & Company,United States,,,
CRH,CRH PLC American Depositary Shares,Ireland,,Capital Goods,Building Materials
CRHC,Cohn Robbins Holdings Corp. Class A Ordinary Shares,United States,2020,Finance,Business Services
CRI,Carter's Inc. Common Stock,United States,2003,Consumer Services,Department/Specialty Retail Stores
CRK,Comstock Resources Inc. Common Stock,United States,,Energy,Oil & Gas Production
CRL,Charles River Laboratories International Inc. Common Stock,United States,2000,Consumer Services,EDP Services
CRM,Salesforce.com Inc Common Stock,United States,2004,Technology,Computer Software: Prepackaged Software
CRS,Carpenter Technology Corporation Common Stock,United States,,Basic Industries,Steel/Iron Ore
CRT,Cross Timbers Royalty Trust Common Stock,United States,1992,Energy,Oil & Gas Production
CRU,Crucible Acquisition Corporation Class A Common Stock,,2021,,
CRY,CryoLife Inc. Common Stock,United States,,Health Care,Medical/Dental Instruments
CS,Credit Suisse Group American Depositary Shares,Switzerland,,Finance,Investment Bankers/Brokers/Service
CSAN,Cosan S.A. ADS,,2021,Consumer Durables,Automotive Aftermarket
CSL,Carlisle Companies Incorporated Common Stock,United States,,,
CSLT,Castlight Health Inc. Class B Common Stock,,2014,Health Care,Managed Health Care
CSPR,Casper Sleep Inc. Common Stock,,2020,Consumer Durables,Home Furnishings
CSR,D/B/A Centerspace Common Stock,United States,,,
CSR^C,D/B/A Centerspace 6.625% Series C ,United States,,,
CSTA,Constellation Acquisition Corp I Class A Ordinary Shares,,2021,Finance,Business Services
CSTM,Constellium SE Ordinary Shares (France),Netherlands,2013,Basic Industries,Aluminum
CSU,Capital Senior Living Corporation Common Stock,United States,1997,Health Care,Hospital/Nursing Management
CSV,Carriage Services Inc. Common Stock,United States,,Miscellaneous,Other Consumer Services
CTA^A,E.I. du Pont de Nemours and Company Preferred Stock,United States,,,
CTA^B,E.I. du Pont de Nemours and Company Preferred Stock,United States,,,
CTAC,Cerberus Telecom Acquisition Corp. Class A Ordinary Shares,United States,2020,Finance,Business Services
CTB,Cooper Tire & Rubber Company Common Stock,United States,,Consumer Durables,Automotive Aftermarket
CTBB,Qwest Corporation 6.5% Notes due 2056,United States,2016,,
CTDD,Qwest Corporation 6.75% Notes due 2057,United States,2017,,
CTK,CooTek (Cayman) Inc. American Depositary Shares each representing 50 Class A Ordinary Shares,,2018,Technology,EDP Services
CTLT,Catalent Inc. Common Stock,United States,2014,Health Care,Major Pharmaceuticals
CTO,CTO Realty Growth Inc. Common Stock,United States,,Consumer Services,Real Estate
CTOS,Custom Truck One Source Inc. Common Stock,Cayman Islands,2017,Technology,Diversified Commercial Services
CTR,ClearBridge MLP and Midstream Total Return Fund Inc. Common Stock,United States,2012,,
CTS,CTS Corporation Common Stock,United States,,Capital Goods,Industrial Machinery/Components
CTT,CatchMark Timber Trust Inc. Class A Common Stock,United States,2013,Consumer Services,Real Estate Investment Trusts
CTVA,Corteva Inc. Common Stock ,,2019,Basic Industries,Major Chemicals
CUB,Cubic Corporation Common Stock,United States,,Capital Goods,Industrial Machinery/Components
CUBB,Customers Bancorp Inc 5.375% Subordinated Notes Due 2034,United States,2019,Finance,Major Banks
CUBE,CubeSmart Common Shares,United States,,Consumer Services,Real Estate Investment Trusts
CUBI,Customers Bancorp Inc Common Stock,United States,,Finance,Major Banks
CUBI^C,Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series C,United States,,,
CUBI^D,Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D,United States,,,
CUBI^E,Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series E,United States,,,
CUBI^F,Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F,United States,,,
CUK,Carnival Plc ADS ADS,United States,,,
CULP,Culp Inc. Common Stock,United States,,Basic Industries,Textiles
CURO,CURO Group Holdings Corp. Common Stock,,2017,Finance,Diversified Financial Services
CUZ,Cousins Properties Incorporated Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
CVA,Covanta Holding Corporation Common Stock,United States,,,
CVE,Cenovus Energy Inc Common Stock,Canada,,,
CVEO,Civeo Corporation (Canada) Common Shares,,2014,,
CVI,CVR Energy Inc. Common Stock,United States,2007,Energy,Integrated oil Companies
CVII,Churchill Capital Corp VII Class A Common Stock,,2021,,
CVNA,Carvana Co. Class A Common Stock,United States,2017,Consumer Services,Other Specialty Stores
CVS,CVS Health Corporation Common Stock,United States,,Health Care,Managed Health Care
CVX,Chevron Corporation Common Stock,United States,,Energy,Integrated oil Companies
CW,Curtiss-Wright Corporation Common Stock,United States,,Capital Goods,Industrial Machinery/Components
CWEN,Clearway Energy Inc. Class C Common Stock,United States,2015,Public Utilities,Electric Utilities: Central
CWH,Camping World Holdings Inc. Class A Commom Stock,United States,2016,Capital Goods,Recreational Products/Toys
CWK,Cushman & Wakefield plc Ordinary Shares,,2018,Finance,Real Estate
CWT,California Water Service Group Common Stock,United States,,Public Utilities,Water Supply
CX,Cemex S.A.B. de C.V. Sponsored ADR,Mexico,,Capital Goods,Building Materials
CXE,MFS High Income Municipal Trust Common Stock,United States,1989,,
CXH,MFS Investment Grade Municipal Trust Common Stock,United States,1989,,
CXP,Columbia Property Trust Inc. Common Stock,United States,2013,Consumer Services,Real Estate Investment Trusts
CXW,CoreCivic Inc. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
CYD,China Yuchai International Limited Common Stock,Singapore,1994,Capital Goods,Construction/Ag Equipment/Trucks
CYH,Community Health Systems Inc. Common Stock,United States,2000,Health Care,Hospital/Nursing Management
D,Dominion Energy Inc. Common Stock,United States,,Public Utilities,Electric Utilities: Central
DAC,Danaos Corporation Common Stock,Greece,2006,Transportation,Marine Transportation
DAL,Delta Air Lines Inc. Common Stock,United States,,Transportation,Air Freight/Delivery Services
DAN,Dana Incorporated Common Stock ,United States,,Capital Goods,Auto Parts:O.E.M.
