Symbol,Name,Country,IPO Year,Sector,Industry
ISNS,Image Sensing Systems Inc. Common Stock,United States,1995,Capital Goods,Industrial Machinery/Components
ISRG,Intuitive Surgical Inc. Common Stock,United States,2000,Health Care,Medical/Dental Instruments
ISSC,Innovative Solutions and Support Inc. Common Stock,United States,2000,Capital Goods,Military/Government/Technical
ISTR,Investar Holding Corporation Common Stock,United States,2014,Finance,Commercial Banks
ISUN,iSun Inc. Common Stock,United States,2016,Technology,Semiconductors
ITAC,Industrial Tech Acquisitions Inc. Class A common stock,United States,2020,,
ITACU,Industrial Tech Acquisitions Inc. Unit,United States,2020,,
ITACW,Industrial Tech Acquisitions Inc. Warrant,United States,2020,,
ITCI,Intra-Cellular Therapies Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
ITHX,ITHAX Acquisition Corp. Class A Ordinary Shares,United States,2021,Finance,Business Services
ITHXU,ITHAX Acquisition Corp. Unit,United States,2021,Finance,Business Services
ITHXW,ITHAX Acquisition Corp. Warrant,United States,2021,Finance,Business Services
ITI,Iteris Inc. Common Stock,United States,,Capital Goods,Telecommunications Equipment
ITIC,Investors Title Company Common Stock,United States,,Finance,Specialty Insurers
ITMR,Itamar Medical Ltd. American Depository Shares,Israel,,Health Care,Medical/Dental Instruments
ITOS,iTeos Therapeutics Inc. Common Stock,United States,2020,Consumer Durables,Specialty Chemicals
ITQ,Itiquira Acquisition Corp. Class A Ordinary Shares,United States,2021,Finance,Business Services
ITQRU,Itiquira Acquisition Corp. Unit,United States,2021,Finance,Business Services
ITQRW,Itiquira Acquisition Corp. Warrant,United States,2021,Finance,Business Services
ITRI,Itron Inc. Common Stock,United States,1993,Capital Goods,Electrical Products
ITRM,Iterum Therapeutics plc Ordinary Share,Ireland,2018,Health Care,Major Pharmaceuticals
ITRN,Ituran Location and Control Ltd. Ordinary Shares,Israel,2005,Technology,Electronic Components
IVA,Inventiva S.A. American Depository Shares,France,2020,Consumer Services,Other Consumer Services
IVAC,Intevac Inc. Common Stock,United States,1995,,
IZEA,IZEA Worldwide Inc. Common Stock,United States,,Technology,Advertising
JACK,Jack In The Box Inc. Common Stock,United States,,Consumer Services,Restaurants
JAGX,Jaguar Health Inc. Common Stock,United States,2015,Health Care,Major Pharmaceuticals
JAKK,JAKKS Pacific Inc. Common Stock,United States,1996,Consumer Non-Durables,Recreational Products/Toys
JAMF,Jamf Holding Corp. Common Stock,United States,2020,Technology,Computer Software: Prepackaged Software
JAN,JanOne Inc. Common Stock (NV),United States,,Public Utilities,Environmental Services
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),Ireland,2007,Health Care,Major Pharmaceuticals
JBHT,J.B. Hunt Transport Services Inc. Common Stock,United States,,Transportation,Trucking Freight/Courier Services
JBLU,JetBlue Airways Corporation Common Stock,United States,2002,Transportation,Air Freight/Delivery Services
JBSS,John B. Sanfilippo & Son Inc. Common Stock,United States,1991,Consumer Non-Durables,Specialty Foods
JCIC,Jack Creek Investment Corp. Class A Ordinary Shares,United States,2021,Finance,Business Services
JCICU,Jack Creek Investment Corp. Units,United States,2021,Finance,Business Services
JCICW,Jack Creek Investment Corp. Warrants,United States,2021,Finance,Business Services
JCOM,j2 Global Inc. Common Stock,United States,1999,Technology,Telecommunications Equipment
JCS,Communications Systems Inc. Common Stock,United States,,Public Utilities,Telecommunications Equipment
JCTCF,Jewett-Cameron Trading Company Common Shares,United States,,,
JD,JD.com Inc. American Depositary Shares,China,2014,Miscellaneous,Business Services
JFIN,Jiayin Group Inc. American Depositary Shares,China,2019,Finance,Finance: Consumer Services
JFU,9F Inc. American Depositary Shares,China,2019,Finance,Finance: Consumer Services
JG,Aurora Mobile Limited American Depositary Shares,China,2018,Technology,EDP Services
JJSF,J & J Snack Foods Corp. Common Stock,United States,1986,Consumer Non-Durables,Specialty Foods
JKHY,Jack Henry & Associates Inc. Common Stock,United States,1985,Technology,Retail: Computer Software & Peripheral Equipment
JMPNL,JMP Group LLC 7.25% Senior Notes due 2027,United States,,,
JMPNZ,JMP Group LLC 6.875% Senior Notes due 2029,United States,,Finance,Investment Bankers/Brokers/Service
JNCE,Jounce Therapeutics Inc. Common Stock,United States,2017,Health Care,Major Pharmaceuticals
JOAN,JOANN Inc. Common Stock,United States,2021,Consumer Non-Durables,Department/Specialty Retail Stores
JOBS,51job Inc. American Depositary Shares,China,2004,Technology,Diversified Commercial Services
JOFF,JOFF Fintech Acquisition Corp. Class A Common Stock,United States,2021,,
JOFFU,JOFF Fintech Acquisition Corp. Unit,United States,2021,,
JOFFW,JOFF Fintech Acquisition Corp. Warrant,United States,2021,Finance,Business Services
JOUT,Johnson Outdoors Inc. Class A Common Stock,United States,,Consumer Non-Durables,Recreational Products/Toys
JRJC,China Finance Online Co. Limited American Depositary Shares,China,2004,Finance,Investment Bankers/Brokers/Service
JRSH,Jerash Holdings (US) Inc. Common Stock,United States,2018,Basic Industries,Industrial Specialties
JRVR,James River Group Holdings Ltd. Common Shares,Bermuda,2014,Finance,Property-Casualty Insurers
JSM,Navient Corporation 6% Senior Notes due December 15 2043,United States,,Finance,Finance: Consumer Services
JUPW,Jupiter Wellness Inc. Common Stock,United States,2020,Health Care,Major Pharmaceuticals
JUPWW,Jupiter Wellness Inc. Warrant,United States,2020,Health Care,Major Pharmaceuticals
JVA,Coffee Holding Co. Inc. Common Stock,United States,2005,Consumer Non-Durables,Specialty Foods
JWEL,Jowell Global Ltd. Ordinary Shares,China,2021,Consumer Services,Other Consumer Services
JYAC,Jiya Acquisition Corp. Class A Common Stock,United States,2020,,
JYNT,The Joint Corp. Common Stock,United States,2014,,
KAII,Kismet Acquisition Two Corp. Class A Ordinary Shares,United States,2021,Finance,Business Services
KAIIU,Kismet Acquisition Two Corp. Unit,United States,2021,Finance,Business Services
KAIIW,Kismet Acquisition Two Corp. Warrant,United States,2021,Finance,Business Services
KAIR,Kairos Acquisition Corp. Class A Ordinary Shares,United States,2021,Finance,Business Services
KAIRU,Kairos Acquisition Corp. Unit,United States,2021,Finance,Business Services
KAIRW,Kairos Acquisition Corp. Warrant,United States,2021,Finance,Business Services
KALA,Kala Pharmaceuticals Inc. Common Stock,United States,2017,Health Care,Major Pharmaceuticals
KALU,Kaiser Aluminum Corporation Common Stock,United States,,Basic Industries,Aluminum
KALV,KalVista Pharmaceuticals Inc. Common Stock,United Kingdom,2015,Health Care,Major Pharmaceuticals
KARO,Karooooo Ltd. Ordinary Shares,Singapore,2021,Technology,Computer Software: Prepackaged Software
KBAL,Kimball International Inc. Class B Common Stock,United States,,Consumer Durables,Industrial Specialties
KBNT,Kubient Inc. Common Stock,United States,2020,Technology,EDP Services
KBNTW,Kubient Inc. Warrant,United States,2020,Technology,EDP Services
KBSF,KBS Fashion Group Limited Common Stock,China,2013,Consumer Non-Durables,Apparel
KC,Kingsoft Cloud Holdings Limited American Depositary Shares,China,2020,Technology,Computer Software: Prepackaged Software
KCAPL,KCAP Financial Inc. 6.125% Notes due 2022,United States,,,
KDMN,Kadmon Holdings Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
KDNY,Chinook Therapeutics Inc. Common Stock,United States,2015,Health Care,Major Pharmaceuticals
KDP,Keurig Dr Pepper Inc. Common Stock,United States,,Consumer Non-Durables,Beverages (Production/Distribution)
KE,Kimball Electronics Inc. Common Stock,United States,,Capital Goods,Industrial Machinery/Components
KELYA,Kelly Services Inc. Class A Common Stock,United States,,Technology,Diversified Commercial Services
KELYB,Kelly Services Inc. Class B Common Stock,United States,,Technology,Diversified Commercial Services
KEQU,Kewaunee Scientific Corporation Common Stock,United States,,Capital Goods,Medical Specialities
KERN,Akerna Corp. Common Stock,United States,2018,Health Care,Managed Health Care
KERNW,Akerna Corp Warrant,United States,2018,,
KFFB,Kentucky First Federal Bancorp Common Stock,United States,,Finance,Savings Institutions
KFRC,Kforce Inc. Common Stock,United States,1995,Technology,Diversified Commercial Services
KHC,The Kraft Heinz Company Common Stock,United States,,Consumer Non-Durables,Farming/Seeds/Milling
KIDS,OrthoPediatrics Corp. Common Stock,United States,2017,Health Care,Medical/Dental Instruments
KIII,Kismet Acquisition Three Corp. Class A Ordinary Shares,United States,2021,Finance,Business Services
KIIIU,Kismet Acquisition Three Corp. Unit,United States,2021,Finance,Business Services
KIIIW,Kismet Acquisition Three Corp. Warrant,United States,2021,Finance,Business Services
KIN,Kindred Biosciences Inc. Common Stock,United States,2013,Health Care,Major Pharmaceuticals
KINS,Kingstone Companies Inc. Common Stock,United States,,Finance,Specialty Insurers
KINZ,KINS Technology Group Inc. Class A Common Stock,United States,2021,,
KINZU,KINS Technology Group Inc. Unit,United States,2020,,
KINZW,KINS Technology Group Inc. Warrant,United States,2021,Finance,Business Services
KIRK,Kirkland's Inc. COMMONSTOCK,United States,2002,Miscellaneous,Diversified Commercial Services
KLAC,KLA Corporation Common Stock,United States,1980,Capital Goods,Electronic Components
KLAQ,KL Acquisition Corp Class A Common Stock,United States,2021,,
KLAQU,KL Acquisition Corp Unit,United States,2021,,
KLAQW,KL Acquisition Corp Warrant,United States,2021,Finance,Business Services
KLDO,Kaleido Biosciences Inc. Common Stock,United States,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KLIC,Kulicke and Soffa Industries Inc. Common Stock,Singapore,,Technology,Semiconductors
KLXE,KLX Energy Services Holdings Inc. Common Stock,United States,,Energy,Oilfield Services/Equipment
KMDA,Kamada Ltd. Ordinary Shares,Israel,2013,Health Care,Major Pharmaceuticals
KMPH,KemPharm Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
KNBE,KnowBe4 Inc. Class A Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
KNDI,Kandi Technologies Group Inc Common Stock,China,,Capital Goods,Auto Parts:O.E.M.
KNSA,Kiniksa Pharmaceuticals Ltd. Class A Common Stock,United States,2018,Health Care,Major Pharmaceuticals
KNSL,Kinsale Capital Group Inc. Common Stock,United States,2016,Finance,Property-Casualty Insurers
KNTE,Kinnate Biopharma Inc. Common Stock,United States,2020,Health Care,Major Pharmaceuticals
KOD,Kodiak Sciences Inc Common Stock,United States,2018,Health Care,Major Pharmaceuticals
KOPN,Kopin Corporation Common Stock,United States,1992,Capital Goods,Industrial Machinery/Components
KOR,Corvus Gold Inc. Common Shares,Canada,,,
KOSS,Koss Corporation Common Stock,United States,,Consumer Non-Durables,Consumer Electronics/Appliances
KPTI,Karyopharm Therapeutics Inc. Common Stock,United States,2013,Miscellaneous,Diversified Commercial Services
KRBP,Kiromic BioPharma Inc. Common Stock,United States,2020,Consumer Durables,Specialty Chemicals
KRKR,36Kr Holdings Inc. American Depositary Shares,China,2019,Miscellaneous,Business Services
KRMD,Repro Med Systems Inc. Common Stock,United States,,Health Care,Medical/Dental Instruments
KRNL,Kernel Group Holdings Inc. Class A Ordinary Shares,United States,2021,Finance,Business Services
KRNLU,Kernel Group Holdings Inc. Units,United States,2021,Finance,Business Services
KRNLW,Kernel Group Holdings Inc. Warrants,United States,2021,Finance,Business Services
KRNT,Kornit Digital Ltd. Ordinary Shares,Israel,2015,Capital Goods,Industrial Machinery/Components
KRNY,Kearny Financial Corp Common Stock,United States,,Finance,Savings Institutions
KRON,Kronos Bio Inc. Common Stock,United States,2020,Consumer Durables,Specialty Chemicals
KROS,Keros Therapeutics Inc. Common Stock,United States,2020,Consumer Durables,Specialty Chemicals
KRT,Karat Packaging Inc. Common Stock,United States,2021,Capital Goods,Office Equipment/Supplies/Services
KRTX,Karuna Therapeutics Inc. Common Stock,United States,2019,Health Care,Major Pharmaceuticals
KRUS,Kura Sushi USA Inc. Class A Common Stock,United States,2019,Consumer Services,Restaurants
KRYS,Krystal Biotech Inc. Common Stock,United States,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KSICU,Kadem Sustainable Impact Corporation Unit,United States,2021,,
KSMT,Kismet Acquisition One Corp Ordinary Shares,Russia,2020,Finance,Business Services
KSMTU,Kismet Acquisition One Corp Unit,Russia,2020,Finance,Business Services
KSMTW,Kismet Acquisition One Corp Warrant,Russia,,Finance,Business Services
KSPN,Kaspien Holdings Inc. Common Stock,United States,,Consumer Services,Consumer Electronics/Video Chains
KTCC,Key Tronic Corporation Common Stock,United States,1983,Technology,Computer peripheral equipment
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,United States,,Consumer Non-Durables,Ordnance And Accessories
KTRA,Kintara Therapeutics Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
KURA,Kura Oncology Inc. Common Stock,United States,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KURI,Alkuri Global Acquisition Corp. Class A common stock,United States,2021,,
KURIU,Alkuri Global Acquisition Corp. Unit,United States,2021,,
KURIW,Alkuri Global Acquisition Corp. Warrant,United States,2021,Finance,Business Services
KVHI,KVH Industries Inc. Common Stock,United States,1996,Technology,Radio And Television Broadcasting And Communications Equipment
KVSA,Khosla Ventures Acquisition Co. Class A Common Stock,United States,2021,,
KVSB,Khosla Ventures Acquisition Co. II Class A Common Stock,United States,2021,,
KVSC,Khosla Ventures Acquisition Co. III Class A Common Stock,United States,2021,,
KXIN,Kaixin Auto Holdings Ordinary Share,China,2017,Finance,Business Services
KYMR,Kymera Therapeutics Inc. Common Stock,United States,2020,Consumer Durables,Specialty Chemicals
KZIA,Kazia Therapeutics Limited American Depositary Shares,Australia,,Health Care,Major Pharmaceuticals
KZR,Kezar Life Sciences Inc. Common Stock,United States,2018,Health Care,Major Pharmaceuticals
LABP,Landos Biopharma Inc. Common Stock,United States,2021,Consumer Durables,Specialty Chemicals
LACQ,Leisure Acquisition Corp. Common Stock,United States,2017,,
LACQW,Leisure Acquisition Corp. Warrant,United States,2017,,
LAKE,Lakeland Industries Inc. Common Stock,United States,1986,,
LAMR,Lamar Advertising Company Class A Common Stock,United States,1996,Consumer Services,Real Estate Investment Trusts
LANC,Lancaster Colony Corporation Common Stock,United States,,Consumer Non-Durables,Packaged Foods
LAND,Gladstone Land Corporation Common Stock,United States,2013,Consumer Services,Real Estate Investment Trusts
LANDM,Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock,United States,,Consumer Services,Real Estate Investment Trusts
LANDO,Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock,United States,,Consumer Services,Real Estate Investment Trusts
LARK,Landmark Bancorp Inc. Common Stock,United States,,Finance,Major Banks
LASR,nLIGHT Inc. Common Stock,United States,2018,Technology,Semiconductors
LATN,Union Acquisition Corp. II Ordinary Shares,United States,2019,Finance,Business Services
LATNU,Union Acquisition Corp. II Units containing one ordinary share and one redeemable warrant,United States,2019,Finance,Business Services
LATNW,Union Acquisition Corp. II Warrant,United States,2019,,
LAUR,Laureate Education Inc. Class A Common Stock,United States,2017,Miscellaneous,Service to the Health Industry
LAWS,Lawson Products Inc. Common Stock,United States,,Capital Goods,Industrial Machinery/Components
LAZR,Luminar Technologies Inc.  Class A Common Stock,United States,2019,Technology,EDP Services
LAZY,Lazydays Holdings Inc. Common Stock,United States,,Consumer Services,Other Specialty Stores
LBAI,Lakeland Bancorp Inc. Common Stock,United States,,Finance,Major Banks
LBC,Luther Burbank Corporation Common Stock,United States,2017,Finance,Commercial Banks
LBPH,Longboard Pharmaceuticals Inc. Common Stock,United States,2021,Health Care,Major Pharmaceuticals
LBPS,4D pharma plc American Depositary Shares,United Kingdom,,Health Care,Major Pharmaceuticals
LBPSW,4D pharma plc Warrant,United Kingdom,,Health Care,Major Pharmaceuticals
LBRDA,Liberty Broadband Corporation Class A Common Stock,United States,,Consumer Services,Television Services
LBRDK,Liberty Broadband Corporation Class C Common Stock,United States,,Consumer Services,Television Services
LBRDP,Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock,United States,,Consumer Services,Television Services
LBTYA,Liberty Global plc Class A Ordinary Shares,United Kingdom,,,
LBTYB,Liberty Global plc Class B Ordinary Shares,United Kingdom,,Consumer Services,Television Services
LBTYK,Liberty Global plc Class C Ordinary Shares,United Kingdom,,,
LCAAU,L Catterton Asia Acquisition Corp Units,Singapore,2021,Finance,Business Services
LCAHU,Landcadia Holdings IV Inc. Units,United States,2021,,
LCAP,Lionheart Acquisition Corp. II Class A Common Stock,United States,2020,,
LCAPU,Lionheart Acquisition Corp. II Unit,United States,2020,,
LCAPW,Lionheart Acquisition Corp. II Warrant,United States,2020,Finance,Business Services
LCNB,LCNB Corporation Common Stock,United States,,Finance,Major Banks
LCUT,Lifetime Brands Inc. Common Stock,United States,1991,Consumer Durables,Home Furnishings
LCY,Landcadia Holdings III Inc. Class A Common Stock,United States,2020,,
LCYAU,Landcadia Holdings III Inc. Unit ,United States,2020,,
LCYAW,Landcadia Holdings III Inc. Warrant,United States,2020,Finance,Business Services
LDHA,LDH Growth Corp I Class A Ordinary Shares,United States,2021,Finance,Business Services
LDHAU,LDH Growth Corp I Units,United States,2021,Finance,Business Services
LE,Lands' End Inc. Common Stock,United States,,Consumer Services,Clothing/Shoe/Accessory Stores
LECO,Lincoln Electric Holdings Inc. Common Shares,United States,,Capital Goods,Industrial Machinery/Components
LEDS,SemiLEDS Corporation Common Stock,Taiwan,2010,Technology,Semiconductors
LEE,Lee Enterprises Incorporated Common Stock,United States,,Consumer Services,Newspapers/Magazines
LEGAU,Lead Edge Growth Opportunities Ltd Units,United States,2021,Finance,Business Services
LEGH,Legacy Housing Corporation Common Stock (TX),United States,2018,Basic Industries,Homebuilding
LEGN,Legend Biotech Corporation American Depositary Shares,United States,2020,Health Care,Major Pharmaceuticals
LEGO,Legato Merger Corp. Common stock,United States,2021,,
LEGOU,Legato Merger Corp. Units,United States,2021,,
LEGOW,Legato Merger Corp. Warrant,United States,2021,Finance,Business Services
LESL,Leslie's Inc. Common Stock,United States,2020,Consumer Services,
LEVL,Level One Bancorp Inc. Common Stock,United States,2018,,
LEVLP,Level One Bancorp Inc. Depositary Shares Each Representing a 1/100th Interest in a Share of 7.50% Non-Cumulative Perpetual Preferred Stock Series B,United States,,,
LEXX,Lexaria Bioscience Corp. Common Stock,Canada,,Consumer Non-Durables,Farming/Seeds/Milling
LEXXW,Lexaria Bioscience Corp. Warrant,Canada,,Basic Industries,Precious Metals
LFMD,LifeMD Inc. Common Stock,United States,,Miscellaneous,Diversified Commercial Services
LFTR,Lefteris Acquisition Corp. Class A Common Stock,United States,2020,,
LFTRU,Lefteris Acquisition Corp. Unit,United States,2020,,
LFTRW,Lefteris Acquisition Corp. Warrant,United States,2020,Finance,Business Services
LFUS,Littelfuse Inc. Common Stock,United States,,Technology,Electronic Components
LFVN,Lifevantage Corporation Common Stock (Delaware),United States,,Consumer Non-Durables,Farming/Seeds/Milling
LGAC,Lazard Growth Acquisition Corp. I Ordinary Shares,,2021,Finance,Business Services
LGACU,Lazard Growth Acquisition Corp. I Units,,2021,Finance,Business Services
LGACW,Lazard Growth Acquisition Corp. I Warrants,,2021,Finance,Business Services
LGHL,Lion Group Holding Ltd. American Depositary Share,China,,Finance,Investment Bankers/Brokers/Service
LGHLW,Lion Group Holding Ltd. Warrant,China,,Finance,Investment Bankers/Brokers/Service
LGIH,LGI Homes Inc. Common Stock,United States,2013,Capital Goods,Homebuilding
LGND,Ligand Pharmaceuticals Incorporated Common Stock,United States,,Health Care,Major Pharmaceuticals
LGO,Largo Resources Ltd. Common Shares,Canada,,,
LGVN,Longeveron Inc. Class A Common Stock,United States,2021,Consumer Durables,Specialty Chemicals
LHAA,Lerer Hippeau Acquisition Corp. Class A Common Stock,United States,2021,,
LHCG,LHC Group Common Stock,United States,2005,Health Care,Medical/Nursing Services
LHDX,Lucira Health Inc. Common Stock,United States,2021,Health Care,Precision Instruments
LI,Li Auto Inc. American Depositary Shares,China,2020,Capital Goods,Auto Manufacturing
LIFE,aTyr Pharma Inc. Common Stock,United States,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LILA,Liberty Latin America Ltd. Class A Common Stock,United States,,Consumer Services,Television Services
LILAK,Liberty Latin America Ltd. Class C Common Stock,United States,,Consumer Services,Television Services
LINC,Lincoln Educational Services Corporation Common Stock,United States,2005,Miscellaneous,Service to the Health Industry
LIND,Lindblad Expeditions Holdings Inc. Common Stock,United States,2013,,
LINK,Interlink Electronics Inc. Common Stock,United States,,Capital Goods,Industrial Machinery/Components
LIQT,LiqTech International Inc. Common Stock,Denmark,,Capital Goods,Industrial Machinery/Components
LITE,Lumentum Holdings Inc. Common Stock,United States,,Technology,Computer peripheral equipment
LIVE,Live Ventures Incorporated Common Stock,United States,,Capital Goods,Recreational Products/Toys
LIVK,LIV Capital Acquisition Corp. Class A Ordinary Shares,Mexico,2020,Finance,Business Services
LIVKU,LIV Capital Acquisition Corp. Unit,Mexico,2019,Finance,Business Services
LIVKW,LIV Capital Acquisition Corp. Warrant,Mexico,2020,Finance,Business Services
LIVN,LivaNova PLC Ordinary Shares,United Kingdom,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LIVX,LiveXLive Media Inc. Common Stock,United States,,Consumer Services,Movies/Entertainment
LIXT,Lixte Biotechnology Holdings Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
LIXTW,Lixte Biotechnology Holdings Inc. Warrants,United States,,Health Care,Major Pharmaceuticals
LIZI,LIZHI INC. American Depositary Shares,China,2020,Technology,Computer Software: Programming Data Processing
LJAQ,LightJump Acquisition Corporation Common Stock,United States,2021,,
LJAQU,LightJump Acquisition Corporation Unit,United States,2021,,
LJAQW,LightJump Acquisition Corporation Warrant,United States,2021,Finance,Business Services
LJPC,La Jolla Pharmaceutical Company Common Stock,United States,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LKCO,Luokung Technology Corp Ordinary Shares,China,,Consumer Services,Telecommunications Equipment
LKFN,Lakeland Financial Corporation Common Stock,United States,,Finance,Major Banks
LKQ,LKQ Corporation Common Stock,United States,,Capital Goods,Automotive Aftermarket
LLIT,Lianluo Smart Limited Class A Common Stock,China,,Health Care,Medical/Dental Instruments
LLNW,Limelight Networks Inc. Common Stock,United States,2007,,
LMACA,Liberty Media Acquisition Corporation Series A Common Stock,United States,2021,,
LMACU,Liberty Media Acquisition Corporation Unit,United States,2021,,
LMACW,Liberty Media Acquisition Corporation Warrants,United States,2021,Finance,Business Services
LMAO,LMF Acquisition Opportunities Inc. Class A common stock,United States,2021,,
LMAOU,LMF Acquisition Opportunities Inc. Unit,United States,2021,,
LMAOW,LMF Acquisition Opportunities Inc. Warrant,United States,2021,Finance,Business Services
LMAT,LeMaitre Vascular Inc. Common Stock,United States,2006,Health Care,Medical/Dental Instruments
LMB,Limbach Holdings Inc. Common Stock,United States,,Consumer Services,Military/Government/Technical
LMFA,LM Funding America Inc. Common Stock,United States,2015,Finance,Finance: Consumer Services
LMNL,Liminal BioSciences Inc. Common Shares,Canada,,,
LMNR,Limoneira Co Common Stock,United States,,,
LMNX,Luminex Corporation Common Stock,United States,2000,Health Care,Medical/Dental Instruments
LMPX,LMP Automotive Holdings Inc. Common Stock,United States,2019,,
LMRK,Landmark Infrastructure Partners LP Common Units,United States,2014,Consumer Services,Real Estate
LMRKN,Landmark Infrastructure Partners LP 7% Series C Fltg/Fxd Perpetual Conv Preferred Stock,United States,,Consumer Services,Real Estate
LMRKO,Landmark Infrastructure Partners LP Perpetual Preferred Units Series B 7.90%,United States,,Consumer Services,Real Estate
LMRKP,Landmark Infrastructure Partners LP 8.00% Series A Cumulative Redeemable Perpetual Preferred Units,United States,,Consumer Services,Real Estate
LMST,Limestone Bancorp Inc. Common Stock,United States,,Finance,Major Banks
LNDC,Landec Corporation Common Stock (DE),United States,1996,Consumer Non-Durables,Farming/Seeds/Milling
LNSR,LENSAR Inc. Common Stock,United States,,Health Care,Medical Electronics
LNT,Alliant Energy Corporation Common Stock,United States,,Public Utilities,Power Generation
LNTH,Lantheus Holdings Inc. Common Stock,United States,2015,Health Care,Medical Specialities
LOAN,Manhattan Bridge Capital Inc,United States,,Consumer Services,Real Estate Investment Trusts
LOB,Live Oak Bancshares Inc. Common Stock,United States,2015,Finance,Commercial Banks
LOCO,El Pollo Loco Holdings Inc. Common Stock,United States,2014,Consumer Services,Restaurants
LOGC,LogicBio Therapeutics Inc. Common Stock,United States,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LOGI,Logitech International S.A. Ordinary Shares,United States,1997,Technology,Computer peripheral equipment
LOOP,Loop Industries Inc. Common Stock,Canada,,,
LOPE,Grand Canyon Education Inc. Common Stock,United States,2008,Miscellaneous,Service to the Health Industry
LORL,Loral Space and Communications Inc. Common Stock,United States,,Public Utilities,Telecommunications Equipment
LOTZ,CarLotz Inc. Class A Common Stock,United States,2019,Consumer Services,Other Specialty Stores
LOTZW,CarLotz Inc. Warrant,United States,2019,Consumer Services,Other Specialty Stores
LOVE,The Lovesac Company Common Stock,United States,2018,,
LPCN,Lipocine Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
LPLA,LPL Financial Holdings Inc. Common Stock,United States,2010,Finance,Investment Bankers/Brokers/Service
LPRO,Open Lending Corporation Class A Common Stock,United States,,Finance,Finance: Consumer Services
LPSN,LivePerson Inc. Common Stock,United States,2000,Technology,EDP Services
LPTH,LightPath Technologies Inc. Class A Common Stock,United States,1996,Capital Goods,Electronic Components
LPTX,Leap Therapeutics Inc. Common Stock,United States,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LQDA,Liquidia Corporation Common Stock,United States,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LQDT,Liquidity Services Inc. Common Stock,United States,2006,Consumer Services,Catalog/Specialty Distribution
LRCX,Lam Research Corporation Common Stock,United States,1984,Technology,Industrial Machinery/Components
LRMR,Larimar Therapeutics Inc. Common Stock,United States,2014,Health Care,Major Pharmaceuticals
LSAQ,LifeSci Acquisition II Corp. Common Stock,United States,2020,,
LSBK,Lake Shore Bancorp Inc. Common Stock,United States,,Finance,Savings Institutions
LSCC,Lattice Semiconductor Corporation Common Stock,United States,,Technology,Semiconductors
LSEA,Landsea Homes Corporation Common Stock,United States,2018,,
LSEAW,Landsea Homes Corporation Warrant,United States,2018,,
LSTR,Landstar System Inc. Common Stock,United States,1993,Transportation,Trucking Freight/Courier Services
LSXMA,Liberty Media Corporation Series A Liberty SiriusXM Common Stock,United States,,Consumer Services,Broadcasting
LSXMB,Liberty Media Corporation Series B Liberty SiriusXM Common Stock,United States,,Consumer Services,Broadcasting
LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,United States,,Consumer Services,Broadcasting
LTBR,Lightbridge Corporation Common Stock,United States,,Miscellaneous,Business Services
LTRN,Lantern Pharma Inc. Common Stock,United States,2020,Health Care,Major Pharmaceuticals
LTRPA,Liberty TripAdvisor Holdings Inc. Series A Common Stock,United States,,,
LTRPB,Liberty TripAdvisor Holdings Inc. Series B Common Stock,United States,,,
LTRX,Lantronix Inc. Common Stock,United States,2000,Capital Goods,Telecommunications Equipment
LULU,lululemon athletica inc. Common Stock,Canada,2007,,
LUMO,Lumos Pharma Inc. Common Stock,United States,2011,Health Care,Major Pharmaceuticals
LUNA,Luna Innovations Incorporated Common Stock,United States,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch
LUNG,Pulmonx Corporation Common Stock,United States,2020,Health Care,Industrial Specialties
LUXA,Lux Health Tech Acquisition Corp. Class A Common Stock,United States,2020,,
LUXAU,Lux Health Tech Acquisition Corp. Units,United States,2020,,
LUXAW,Lux Health Tech Acquisition Corp. Warrants,United States,2020,Finance,Business Services
LVRA,Levere Holdings Corp. Class A Ordinary Shares,Cayman Islands,2021,Finance,Business Services
LVRAU,Levere Holdings Corp. Unit,Cayman Islands,2021,Finance,Business Services
LVRAW,Levere Holdings Corp. Warrant,Cayman Islands,2021,Finance,Business Services
